ID,text,user_followers_count,user_friends_count,user_location
2232,"Aunque Admito que yo prefiero 
Las Esmeraldas 

#Bridgerton",22082,11366,En La Luna
2233,"RT @NetflixIndia: Patiently waiting for SRK to jump out of a helicopter and sweep Kate off her feet. 

#Bridgerton",338,334,"New Delhi, India"
2234,"“Do you even know all the ways
a lady can be seduced? The things I could teach you”
#Bridgerton https://t.co/Ay4q2I5pwt",201,196,main @h7ney
2235,"RT @bridgerton: At times, a mere glance can say more than a thousand words. #Bridgerton Season 2 is now streaming, only on Netflix. https://t.co/Vu59WTxBhX",266,235,
2236,"RT @LeidyMt_: I'M CRYING, how did it go from this to this? 😭😫

#BridgertonSpoilers #Bridgerton https://t.co/hIOzhI57NP",261,502,"Reynosa, Mx."
2237,"RT @Rowanwag: A Eloise o Colin e Benedict se divertindo horrores com as desgraças do Anthony KKKKKKKKKKKK 🗣✨🤌 

#bridgertonseason2 #Bridgerton https://t.co/NtCquCWNk4",644,679,"books, marvel e taylor swift"
2238,RT @sarahwclkers: LIKE ARE YOU SERIOUS #Bridgerton https://t.co/sNLpt0at63,244,76,daydreams
2239,"RT @NeenaQueen20: “Kate is, just quietly, the best female character in the Bridgerton literary universe” #Bridgerton https://t.co/E2taRtXn21",269,420,❓🎈🇵🇸
2240,Like THEE SHIP IM SAWRY THEY ATE ALL YALL OTHER SHIPS UPPPPP #Bridgerton https://t.co/mnka8tdCZ6,391,91,
2241,Hence fourth I’ll be referencing my age as thirty and two and y’all just going to have to get sick of me lol #Bridgerton,114,189,
2242,RT @giobridgerton: MOMENTO EXTREMAMENTE SENSÍVEL E ÚNICO NO MEU CORAÇÃO 💛 chorei muito #Bridgerton #bridgertonS2 https://t.co/6sZw0CX2sS,644,679,"books, marvel e taylor swift"
2243,RT @itsxmrta: We don't talk enough about Anthony Bridgerton's glow up ❤️‍🔥✨️🤤 #Bridgerton #bridgertonseason2 @bridgerton #anthonybridgerton https://t.co/nVeNHXwK7U,180,121,Panama
2244,RT @adorocinema: 😱😱 SEM PENTEADOS E ESPARTILHOS!! Confira como os protagonistas de #Bridgerton são na vida real ➡️ https://t.co/f2iMQdX1SQ https://t.co/VKVDxs7oPc,2524,3977,"Porto Velho, Rondônia"
2245,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,280,249,
2246,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,10996,11854,"South Carolina, USA"
2247,"RT @Zaweels_: #Bridgerton 
*
*
*
*
*
*
*
Lo único que me molesta es que han cambiado al 100% el carácter de Edwina, en el libro tiene una relación maravillosa con Kate y su relación con Anthony es de colegueo y aquí la han hecho insoportable y malcriada, cuando ella era divertida 😭",756,1099,she/her
2248,"RT @dianejeffersonc: Bill Clinton on Hillary Clinton’s love for Regé-Jean Page: 

“Hillary kept saying over and over again all night long, ‘He is the most beautiful man I ever saw on television.’ I kept wanting him to get bumped off after a while. It was a brilliant show.” #Bridgerton https://t.co/G0P4cYInLZ",1248,5003,"Montgomery, AL and Atlanta, GA"
2249,NEWTON #Bridgerton https://t.co/6UeBxzc7gC,526,1782,The end of the Oregon Trail
2250,"RT @diannasabrina: Mano trocaram toda a personalidade da Edwina, ela nunca falaria que é meia-irmã da kate.
Mds a Edwina dos livros foi a primeira a perceber kathony e super apoiava os dois, já a da série parece uma adolescente com os hormônios a flor da pele.
#Bridgerton",669,1453,
2251,"I'm still mad they revealed Lady Whistledown in the first damn season! 

Like damn, this second season ain't hittin the same lol 
#Bridgerton",665,1661,Hogwarts
2252,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,153,234,Brasil
2253,RT @elicortland: o Anthony que chamou 3 médicos pra Kate mataria esse da adaptação que tava triste por ela mas não ia ver ela #Bridgerton #bridgertonseason2 https://t.co/1bNl5pg3vX,833,848,
2254,"EL FINAL DEL CAPÍTULO 3

LPM

ES QUE #Bridgerton",833,1389,
2255,OMG esta versión de Dancing on my own en #Bridgerton ❤️❤️❤️❤️,517,837,
2256,cannot wait to see all the hairstyles from the queen this season #Bridgerton,145,138,
2257,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,135,171,Drukkari & Juke
2258,I've just watched episode S02 | E01 of Bridgerton! #bridgerton https://t.co/pGsETNRZ8G #tvtime https://t.co/cJt4yPb9vI,367,566,"Espírito Santo, Brasil"
2259,RT @shondarhimes: Today is the day. #Bridgerton https://t.co/XdsvnRl8lF,476,1526,"Denver, CO"
2260,"RT @brdgertonbrazil: Benedict Bridgerton é o homem mais lindo do mundo.

#Bridgerton https://t.co/tmcm246ekg",268,217,
2261,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",564,591,
2262,MDS DO CÉU O ANEL PERFEITINHO NÃO QUERENDO SAIR DO DEDO DA KATE O CLICHÊ QUE EU AMO #Bridgerton,474,345,ela/dela/a
2263,RT @peetapcrker: my serotonin levels spike whenever kate and anthony bicker and insult each other #Bridgerton #bridgertonseason2 https://t.co/Sj7tAqgaxk,216,931,
2264,"RT @ellavworld: Regé-Jean Page bellissimo e bravissimo attore 
MA ADESSO PARLIAMO DI JONATHAN BAILEY E I SUOI DIRITTI #Bridgerton https://t.co/2VraRfRfrd",1395,628,"Bologna, Emilia Romagna"
2265,"Ahora sí a por el último

#Bridgerton",904,1605,"İstanbul, Türkiye Storybrooke"
2266,"RT @soumaisumanegra: Eu mexendo no celular e esperando #Bridgerton acabar, Meu Deus botaram tanta coisa nessa temporada que eu que achei a primeira rápida demais não aguento mais a segunda.
Só vou até o fim porque a Kate e o Anthony são lindos demais. Deviam ter esquecido todo o resto e focado neles.",2158,1706,Rômulo🖤
2267,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,1766,537,the iron throne or concerts
2268,"Both Kate and Anthony so damn stubborn, truly made for each other cause who the hell else could deal with the other? #Bridgerton",4034,1961,Why would I tell you this?
2269,RT @faheyzowa: eu nunca vou superar essa cena #Bridgerton https://t.co/zzx4hYnmn1,325,352,
2270,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,476,1526,"Denver, CO"
2271,"RT @schofiaa: I don’t think anyone can top Kate and Anthony. The whole story was so perfect to me. Anthony’s struggle to be noble all the time and Kate having her own struggles and challenging him. The chemistry,longing,love and angst was surpassed every expectation I’m so obsessed #bridgerton https://t.co/Lag4LVeRAI",391,91,
2272,RT @sameolegal: “I may never know how men came to be considered leaders when women are clearly better suited.” Eloise my sister!! Talk yo shit #Bridgerton https://t.co/7RhTpFaX0n,397,1863,coney island
2273,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",833,848,
2274,"RT @TCDSTV: Daphne per tutto il tempo: IO L’HO GIÀ CAPITO, MA LOOORO ANCORA NO #Bridgerton https://t.co/lybo6jTCYH",1395,628,"Bologna, Emilia Romagna"
2275,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,140,184,
2276,RT @reeseyl21: the biggest book to show change that im hating so far is how they’re portraying edwina. she was literally never into anthony and i hate how they’re making this seem like a love triangle when it was NEVERRRRRRRRRRRR a love triangle. #Bridgerton https://t.co/LzRMkcQiFI,454,457,
2277,"🐝
.
.
.
.
.

O anthony é cara de pau demais KKKKKKKKKKK amo esse homi 

#Bridgerton",1030,1271,imaginando dragões
2278,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,661,1184,"Guará, Brasília"
2279,"i liked s2 much better than s1 
or maybe i hated the duke my guts in s1 

#Bridgerton",505,256,Bahamas
2280,"Lady Danbury tão perfeita quanto nos livros, amo a lenda 

#Bridgerton",10754,3497,☕️🥣🚿
2281,"I don't remember very well the bee scene anymore buuuut 
AAAAAAAAAAAAAAAAAAAAA

I'm fangirling SO BAD
#Bridgerton",207,781,she / her • pt-br / eng / esp
2282,"RT @darcieblu17: the longing stares, the eye contact, the BREATHING, the heart beat, “you vex me” “you’re the bane of my existence” “tell me you feel nothing” #Bridgerton https://t.co/s4jNraZFzS",130,206,
2283,Hoy sandali langg HAHAHAHAH gusto ko isang bagsak #Bridgerton,1462,299,chandler bing's
2284,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",3857,2259,🖇️ broadway baby
2285,kate sharma me parece superior en todos los aspectos de la vida #Bridgerton,5481,3316,Argentina
2286,"RT @fluffho: ""If you would simply open your eyes to what is in front of you, then you might see there are those in your life you already make happy. You have your family. You have Penelope. You have many people who care for you. Seek them out.""

#Bridgerton #BridgertonSpoilers https://t.co/qByssQN4lE",261,502,"Reynosa, Mx."
2287,"RT @rosy_sharpe: I think #BRIDGERTON was good but my biggest beef was it’s THEIR season yet we didn’t have enough of them being canon &amp; a couple until the very last 10 mins. Forcing Anthony &amp; Edwina for so long meant losing #Kanthony ‘s important scenes, so no wedding/honeymoon/pregnancy/babies… https://t.co/7d1p4pjQbd",111,123,
2288,"Mood: 

#Bridgerton https://t.co/uVct6Hlkd6",1571,977,Turquía
2289,how did anthony learn of her birth name?? #Bridgerton,267,359,"42 Wallaby Way, Sydney"
2290,RT @iamcedrica: The way Daphne clocked the chemistry between Anthony and Kate right away #Bridgerton https://t.co/icM7HCo6K5,397,1863,coney island
2291,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,141,146,23 || she/her
2292,RT @alessandroooook: non tutti sono pronti a questa conversazione #Bridgerton https://t.co/ZBXvkzth27,1395,628,"Bologna, Emilia Romagna"
2293,A mãe da pem é uma atriz de milhões skskkk #Bridgerton,3623,4994,
2294,The @robynkonichiwa instrumental in that dance sequence is all I needed this season #Bridgerton https://t.co/uGmXda98Ta,173,1194,"ÜT: 42.275738,-83.749675"
2295,"RT @fluffho: #Bridgerton #BridgertonSpoilers #BridgertonSeason2

Does it ever Just how 
drive you fast the night
crazy changes

S104 S204 https://t.co/8I3mbsEf9N",391,91,
2296,RT @m_bee4: eloise &amp; benedict continue to be the best sister/brother duo #Bridgerton https://t.co/oIc1xyGF8Z,279,440,
2297,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,1378,1036,she/they || minor || indian
2298,"RT @brdgertonbrazil: Benedict Bridgerton é o homem mais lindo do mundo.

#Bridgerton https://t.co/tmcm246ekg",644,679,"books, marvel e taylor swift"
2299,@netflix Oh my and the way he smiles while kissing Kate is just glorious #Kanthony #Bridgerton,180,121,Panama
2300,RT @sarahwclkers: LIKE ARE YOU SERIOUS #Bridgerton https://t.co/sNLpt0at63,107,108,"pingu, seb n' pheebs 🐝"
2301,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",299,40,all things ohmnanon
2302,"RT @Gabibs_V: As duas únicas coisas que salvaram essa temporada foi ver o Benedict chapado e a química impecável da Kate e do Anthony mesmo com toda a história deles cagada.... 
#Bridgerton https://t.co/DAYftmCdbG",833,848,
2303,MEU DEUS MANO MEU DEUS A CENA DA ABELHA IMPECÁVEL MEU DEUSSSSSSSS ME ARREPIEI TODINHA MEU DEUS Q MUDANÇA NECESSÁRIA E CIRURGICA OBRIGADA POR TUDO SHONDA RIMES #Bridgerton #BridgertonSeason2,194,160,aaronwarner.♡
2304,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,210,193,"Hobart, Tasmania"
2305,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",644,679,"books, marvel e taylor swift"
2306,RT @kathanisharma: HOW MANY FINGERS #bridgerton https://t.co/2YyWRqdgMb,651,170,she/her
2307,OMGOMG they’re playing Kabhi Khushi Kabhie Gham in #Bridgerton 😍😍,476,1526,"Denver, CO"
2308,"RT @netflixqueue: Queue &amp; A with Simone Ashley on joining the cast of #Bridgerton, how she prepared to play Kate Sharma, her secret talent, and more. 

@bridgerton Season 2 is now streaming, only on @netflix. https://t.co/gQ7nRgtH25",773,1210,
2309,"RT @jolangfrds: they invented chemistry 

#bridgerton #kanthony https://t.co/VtctMKL26p",1084,936,🌌 🍰 Ψ🏛️6 🐧 🕸️
2310,COMECEI #Bridgerton,275,289,"Salvador, Brasil"
2311,RT @NoContxtBR: HELLO????? MY FAMILY 😭 #Bridgerton https://t.co/kCG0TshTuz,1480,660,
2312,RT @bananad00_: i've been thinking about this for an hour. #Bridgerton https://t.co/018YHEz8eI,391,91,
2313,"RT @RottenTomatoes: This weekend's new releases:

#TheLostCity - 74%
#EverythingEverywhereAllAtOnce - 96%
#Bridgerton - 78%
#Pachinko - 97%

What are you watching? https://t.co/Nw1bsohxxf",1454,457,もう戻ることはできない何処か
2314,KATHANI #Bridgerton,267,359,"42 Wallaby Way, Sydney"
2315,“Você é a maldição da minha existência” ❤️ #Bridgerton,100,235,
2316,RT @merlureyes: Termine #bridgerton y lo unico que puedo decir es que AME a kate y anthony. La QUIMICA que manejan Simone y Jonathan es impresionante y todas sus escenas son hermosas💖 https://t.co/CD2iFz5Ppg,756,1099,she/her
2317,no kate and anthony are the better bridgerton couple. shoot me if u have to but it’s true #bridgerton2 #Bridgerton,2268,526,"London, England"
2318,"In the most important holy mother of alleluias news, #Bridgerton is here. Let the church do the hoola hoola dance, say Amen. Heading to my ""liquor store"" 4 something fuerte, perhaps some ice, salad or a fan to cool off my ""nostrils"". But hold up; no Duquiii. What a girl to do?😭",149,494,Down South
2319,"RT @laurentsofvere: o colin perde o irmão, mas não perde a piada. #Bridgerton https://t.co/V01SoOGFYb",644,679,"books, marvel e taylor swift"
2320,"Madre mía madre mía Kate tremenda caída 😱😱😱😱🥺

#Bridgerton",904,1605,"İstanbul, Türkiye Storybrooke"
2321,im literally spiralling Kate and Anthony gave me everything I always look for in a ship they served period drama ship enemies to lovers and forbidden lovers ffs I cant #bridgerton #bridgerton2,170,117,velaris 🌌 | she/her | 18
2322,"OF COURSE Anthony is interviewing them, UGH!!! 

I can’t wait for Kate to knock sense into him. #Bridgerton",152,471,"Houston, TX"
2323,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,583,999,"Dayton, OH"
2324,RT @ghafasbrekkers: kate &amp; anthony whenever they’re in the same room #Bridgerton https://t.co/P5bReqBWOS,208,289,
2325,"RT @goldenfolklore_: SPOILER #BRIDGERTON 
.
.
.
.
.
.
.
.
.
.
.
.
Ai me perguntam: quantas vezes você viu essa cena?

Eu: SIM 

“IS THAT A PROMISE, KATHANI SHARMA?” https://t.co/9iRjxWVoxS",898,887,
2326,This season of #Bridgerton was carried all by Anthony and Kate’s chemistry. All the side stories are garbage really.,110,75,
2327,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",3585,1696,"22, ncl/rdg/notts, she/her"
2328,"RT @autorablake: o colin dps de jogar à bola da kate pro mesmo lugar do anthony:
#Bridgerton https://t.co/TL507Bn8QA",1391,2188,Cat noir
2329,okey the hunt scene 😌😌😌 #Bridgerton,408,687,
2330,"RT @amanimslove: mas o anthony é uma chacota mesmo KWKWKWS ele falando que vai fazer de tudo pro plano funcionar, que vai ignorar a kate, mas quando ela passa, ele olha pra ela assim: #Bridgerton https://t.co/J1uFSyKgrX",6750,5989,Yara&Madu.♥️;; nbt ♡
2331,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",352,201,"Recife, Pernambuco, Brasil"
2332,"Cake blocked.
#Bridgerton",3748,3962,"Atlanta, GA"
2333,RT @sameolegal: “I may never know how men came to be considered leaders when women are clearly better suited.” Eloise my sister!! Talk yo shit #Bridgerton https://t.co/7RhTpFaX0n,3763,3530,"Lagos, Nigeria"
2334,RT @NaseemaVeasey: Not Cressida out here talking shit when this her second year in a row &amp; she’s still unmarried? Like girl… Daphne handed you the prince on a platter and he STILL didn’t choose you. Get over it😭😭😭 #Bridgerton https://t.co/89LfJdBQ0t,1480,660,
2335,JODEEEEEEEEEEER DECID QUE SI YA JODER #Bridgerton,245,142,En un concierto
2336,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",1224,585,
2337,RT @reeseyl21: the biggest book to show change that im hating so far is how they’re portraying edwina. she was literally never into anthony and i hate how they’re making this seem like a love triangle when it was NEVERRRRRRRRRRRR a love triangle. #Bridgerton https://t.co/LzRMkcQiFI,170,249,she/her. not a minor.
2338,"RT @lovebridgerton: ISSO É TÃO KATHONY NÃO RESPIRO
#Bridgerton https://t.co/UgMrixPjGW",644,679,"books, marvel e taylor swift"
2339,"RT @laurentsofvere: o colin perde o irmão, mas não perde a piada. #Bridgerton https://t.co/V01SoOGFYb",325,2079,"Goiânia, Brasil"
2340,"on episode 5 of #Bridgerton season 2, and I gotta say that I am PISSED at the changes that were made so far. the original material was more than enough to work with …. why you gotta butcher it like that?",545,653,"raleigh, nc"
2341,"RT @ladygbson: o melhor de tudo foi a simone e o jonny que conseguiram entregar TUDO como kate e anthony!!!!!! a química de MILHÕES, eles foram perfeitos ❤️ #Bridgerton #bridgertonseason2 https://t.co/34eu26x9Th",1798,950,Kerem'in arkadaşı
2342,I’ve just watched S02 | E08 of Bridgerton #bridgerton https://t.co/5T0srqYnnB #tvtime https://t.co/XyA1K7HXJr,1917,547,terrɑsen
2343,RT @iamcedrica: The way Daphne clocked the chemistry between Anthony and Kate right away #Bridgerton https://t.co/icM7HCo6K5,391,91,
2344,"RT @starlightpeeta: si anthony opina, estoy de acuerdo
si anthony habla, escucho
si anthony falla, lo apoyo
si anthony tiene 100 fans, soy una de ellas
si anthony tiene un fan, soy yo
si anthony no tiene un fan, yo no existo

#Bridgerton https://t.co/3dVDgUAZr4",756,1099,she/her
2345,"RT @Gabibs_V: As duas únicas coisas que salvaram essa temporada foi ver o Benedict chapado e a química impecável da Kate e do Anthony mesmo com toda a história deles cagada.... 
#Bridgerton https://t.co/DAYftmCdbG",644,679,"books, marvel e taylor swift"
2346,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,397,1863,coney island
2347,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",185,884,Velaris/ Idris/ Terrasen
2348,"RT @NoContxtBR: I LOVED EVERYTHING ABOUT THIS 

#Bridgerton #bridgertonseason2 https://t.co/mWd9RaeKVT",111,123,
2349,Whew Lady Danbury with a word for Ms Sharma #Bridgerton,114,189,
2350,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",898,924,"Fortaleza, Brasil"
2351,"RT @autorablake: o colin dps de jogar à bola da kate pro mesmo lugar do anthony:
#Bridgerton https://t.co/TL507Bn8QA",644,679,"books, marvel e taylor swift"
2352,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",224,312,no fundo do poço
2353,"RT @jolangfrds: they invented chemistry 

#bridgerton #kanthony https://t.co/VtctMKL26p",508,198,cornelia st.
2354,Jonathan Bailey can ACT holy hell and the chemistry btw him as Simone Ashley woof 😍 #Bridgerton,153,280,"Manhattan, NY"
2355,RT @NetflixBrasil: O evento do ano começou! 🐝 A 2ª temporada de #Bridgerton já está disponível https://t.co/UI0uHcAjyC,506,1518,"Rio de Janeiro, Brasil"
2356,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",644,679,"books, marvel e taylor swift"
2357,RT @iamcedrica: The way Daphne clocked the chemistry between Anthony and Kate right away #Bridgerton https://t.co/icM7HCo6K5,3763,3530,"Lagos, Nigeria"
2358,MDS COLIN COMO VC É BURROOOOOOOOO Q ÓDIO EU ACHEI Q SÓ IA PRECISAR VER A PEN TRISTE MAGOADA NA PRÓXIMA TEMPORADA MDS TO ESPUMANDO DE ÓDIO #Bridgerton,763,2362,"Aracaju, Brasil"
2359,RT @myqueenzoya: she’s so me #Bridgerton https://t.co/OkVE79yLVU,1360,2370,"baltimore, maryland"
2360,"RT @NetflixIndia: Patiently waiting for SRK to jump out of a helicopter and sweep Kate off her feet. 

#Bridgerton",1408,1427,"Patna, Scotland"
2361,"essa lady mary é uma banana hein, bem parece que foi uma mulher que saiu fugida de um casamento arranjado #Bridgerton",1393,1767,Stars Hollow
2362,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",5208,4622,
2363,RT @ghafasbrekkers: kate &amp; anthony whenever they’re in the same room #Bridgerton https://t.co/P5bReqBWOS,329,448,she/her • 18 • asian
2364,"RT @Kathonyhot: Hot Kiss🔥
#Bridgerton https://t.co/nB45key9ae",111,123,
2365,"RT @mewtommystan2: YES YES YES I SHIP IT 
ELOISE X THEO #Bridgerton https://t.co/vGrdfS5JVQ",276,245,multiverse madness
2366,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",1763,425,US
2367,"RT @soansiosaa: Questa stagione ha letteralmente rubato il mio cuore,mi ha coinvolto moltissimo sia dal punto di vista emotivo che psicologico,un amore così complicato e ostacolato da tutto e tutti,la loro chimica. Sono ammaliata dalla bellezza di questa stagione,la più bella.♥️

#Bridgerton https://t.co/BZvd5VjtX5",646,279,she/her
2368,RT @emrobros: My Nerdy Plant Boy is here and that's all that matters 🥰🌱 #Bridgerton #BridgertonSpoilers https://t.co/ic8keXPrvO,104,391,
2369,So she’s just gonna leave after what just happened? They both get on my nerves #Bridgerton https://t.co/tyHCo7BVH3,317,300,"Los Angeles, CA"
2370,"I'm so attracted to Benedict
You guys have no idea 

#Bridgerton",207,781,she / her • pt-br / eng / esp
2371,RT @LexiiiLexx: Big up Auntie Shonda for the new season of #Bridgerton,372,339,Indonesia
2372,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",185,884,Velaris/ Idris/ Terrasen
2373,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",462,695,Idris
2374,RT @spelivs: #KATHONY: wrecking ball #Bridgerton #bridgertonseason2 https://t.co/2UR60bajog,279,216,joined 2018
2375,I understand the added made up bits about random characters FINE but changing the personality of characters is so annoying to me especially since it is a series based on a book! The ppl that read the book want to visualize what they read tf 😤💀 #Bridgerton,137,279,
2376,"RT @Kathonyhot: Submissive🔥
#Bridgerton https://t.co/srycma4Teb",1391,2188,Cat noir
2377,"RT @sameolegal: Anthony really said “if you make me marry your sister, I’m gonna think about cheating on her with you every single day until I finally snap and do it.” #Bridgerton https://t.co/cHWy0cnEsL",3763,3530,"Lagos, Nigeria"
2378,Took a slight break from #Bridgerton for #DragRace but I'm back now😁 episode 3 here we go!!!!,248,366,D(M)V
2379,ANTHONY JEALOUS ERAAAA #bridgerton,514,837,black • she/her • 19
2380,Newton is adorable! #Bridgerton,1447,1278,On Social Media
2381,"Ivana Alawi
@IvanaAlawi 
#villabridgerton
#Bridgerton https://t.co/JI7I6sBfvu",2019,102,
2382,RT @sameolegal: “I may never know how men came to be considered leaders when women are clearly better suited.” Eloise my sister!! Talk yo shit #Bridgerton https://t.co/7RhTpFaX0n,943,969,London
2383,"RT @ladygbson: o melhor de tudo foi a simone e o jonny que conseguiram entregar TUDO como kate e anthony!!!!!! a química de MILHÕES, eles foram perfeitos ❤️ #Bridgerton #bridgertonseason2 https://t.co/34eu26x9Th",2919,2672,"Teresina, Brasil"
2384,RT @iris_bee_: This dance is everything to me 😭 #Bridgerton #Kanthony #Bridgertonspoilers https://t.co/k6A0kB0sZu,351,84,
2385,RT @KateThornley3: High Benedict is the best thing I’ve ever seen #Bridgerton https://t.co/rF1MbwB0nR,454,457,
2386,RT @itsxmrta: We don't talk enough about Anthony Bridgerton's glow up ❤️‍🔥✨️🤤 #Bridgerton #bridgertonseason2 @bridgerton #anthonybridgerton https://t.co/nVeNHXwK7U,141,146,23 || she/her
2387,RT @niiikkiiix: The way Anthony smelled up Kate like this. Phewwwwwwwww #Bridgerton https://t.co/HlQYHuORJT,104,391,
2388,Is anyone else watching #Bridgerton!?! I have so many things I need to unpack with someone else! 🙃,537,443,"Auburn, AL"
2389,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,325,2079,"Goiânia, Brasil"
2390,"RT @Kathonyhot: 🔥
#bridgerton https://t.co/NfY68DsKTL",118,130,
2391,Anthony complaining about a gatekeeping sister after his behavior with Daphne last season #Bridgerton https://t.co/V1d3fh9nru,1016,402,"Atlanta, GA"
2392,RT @KateThornley3: Me after bingeing the entire new season in a day #Bridgerton https://t.co/s7ZB2rVKrZ,111,283,"Louisville, KY"
2393,"RT @SoyEllen1: O brilho da Daphne sumindo ao ver que a Kate não era a Edwina
Daphne eu te amo KKKKKKKKKKK
#Bridgerton https://t.co/lKIYrBkiph",226,489,
2394,"RT @maevebridgerton: Terminei a s2 e parece que alguém da minha família morreu, ou que minha mãe foi presa, porque nunca chorei tanto na minha vida assistindo algo! 

assistam a s2 de bridgerton vale muito a pena se você quiser desgraçar a sua vida ou entrar em depressão profunda #Bridgerton https://t.co/K5t5nb7tD5",461,601,"Belo Horizonte, Brasil"
2395,Okay but WHAT WILL HAPPEN IN ELOISE’S SEASON #Bridgerton,173,128,
2396,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",279,440,
2397,omg anthony telling kate that he loves her and he knows she won't accept it bc she's stubborn af #Bridgerton,267,359,"42 Wallaby Way, Sydney"
2398,"RT @jelevision: it was love at first stride for them

#kanthony #bridgerton https://t.co/mYxZ40Od3S",2489,2649,
2399,I love the music on here. MATERIAL GWORL #Bridgerton,7802,587,where I'm at
2400,RT @faheyzowa: eu nunca vou superar essa cena #Bridgerton https://t.co/zzx4hYnmn1,432,1104,brooklyn 99
2401,Series 2 of #Bridgerton was OK but preferred series 1. That said I thinkI preferred book 2 to book one when I actually listened to them. Also they've changed too much of Lady W's story.,377,1057,"Glasgow, Scotland"
2402,"RT @Lad_Whistledown: SPOILER BRIDGERTON 
.
.
.
anthony se culpou muito pelo acidente de Kate. Teve tanto medo de perdê-la q agiu no automático por todo o tempo e quando soube q ela acordou ele desmoronou em lágrimas 

Sendo q não chorou desde a morte do seu pai
#bridgerton",2208,1699,"Belém, Brasil"
2403,If all my panic attacks ended in an almost kiss...#Bridgerton,1200,1014,Woodsboro
